"Surface Carrez du 1er lot","Surface Carrez du 2eme lot","Surface Carrez du 3eme lot","Surface Carrez du 4eme lot","Surface Carrez du 5eme lot","Nombre de lots","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"76,14",,,,,2,"Appartement",76,3,,,
"80,16",,,,,2,"Appartement",80,4,,,
"13,85",,,,,1,"Appartement",15,1,,,
"105,5",,,,,1,"Appartement",110,4,,,
"160,66",,,,,1,"Appartement",150,4,,,
"96,74",,,,,1,"Appartement",97,5,,,
"67,47",,,,,1,"Appartement",64,2,,,
"58,74",,,,,1,"Appartement",57,4,,,
"92,6",,,,,1,"Maison",97,5,,,
"71,64",,,,,2,"Appartement",70,4,,,
"17,5",,,,,1,"Appartement",17,1,,,
"21,15",,,,,1,"Appartement",18,1,,,
"103,4",,,,,1,"Appartement",103,5,,,
"68,54",,,,,2,"Appartement",68,4,,,
"39,83",,,,,1,"Appartement",42,2,,,
"68,71",,,,,1,"Appartement",68,4,,,
"67,42",,,,,2,"Appartement",67,4,,,
"61,52",,,,,1,"Appartement",61,3,,,
"62,12",,,,,1,"Appartement",64,2,,,
"68,5",,,,,1,"Appartement",68,3,,,
"20,87",,,,,1,"Appartement",21,1,,,
"184,4",,,,,1,"Appartement",30,2,,,
"62,03",,,,,2,"Appartement",63,4,,,
"71,26",,,,,2,"Appartement",66,3,,,
"90,15",,,,,1,"Appartement",90,3,,,
"65,48",,,,,2,"Appartement",65,4,,,
"110,76",,,,,1,"Appartement",101,4,,,
"18,12",,,,,1,"Appartement",18,1,,,
"56,57",,,,,2,"Appartement",55,3,,,
"205,98",,,,,1,"Appartement",190,6,,,
"33,05",,,,,1,"Appartement",31,1,,,
"67,17",,,,,1,"Appartement",68,3,,,
"42,43",,,,,2,"Appartement",40,2,,,
"99,01",,,,,2,"Appartement",102,5,,,
"63,65",,,,,1,"Appartement",58,2,,,
"67,28",,,,,1,"Appartement",78,4,,,
"29,46",,,,,2,"Appartement",30,1,,,
"51,84",,,,,2,"Appartement",52,3,,,
"70,5",,,,,3,"Appartement",73,3,,,
"84,31",,,,,1,"Maison",86,5,,,
"89,56",,,,,1,"Appartement",90,3,,,
"67,37",,,,,2,"Appartement",68,3,,,
"20,32",,,,,1,"Appartement",20,1,,,
"83,12",,,,,1,"Maison",68,4,"S",,378
"124,12",,,,,1,"Appartement",120,4,,,
"18,75",,,,,2,"Appartement",12,1,,,
"83,17",,,,,2,"Appartement",83,3,,,
66,,,,,1,"Appartement",66,3,,,
"76,73",,,,,2,"Appartement",76,4,,,
"80,57",,,,,1,"Appartement",80,4,,,
"18,44",,,,,1,"Appartement",22,1,,,
"56,44",,,,,1,"Appartement",56,3,,,
"59,42",,,,,1,"Appartement",55,2,,,
"92,6",,,,,1,"Appartement",95,4,,,
"83,31",,,,,1,"Maison",121,4,"S",,97
"39,91",,,,,2,"Appartement",41,2,,,
"100,1",,,,,2,"Appartement",98,5,,,
"21,61",,,,,1,"Appartement",28,1,,,
"128,22",,,,,1,"Appartement",131,4,,,
"45,21",,,,,1,"Appartement",50,2,,,
"49,45",,,,,1,"Maison",72,3,"S",,28
68,,,,,2,"Appartement",67,3,,,
"26,33",,,,,1,"Appartement",27,1,,,
"98,4",,,,,1,"Appartement",100,4,,,
"61,51",,,,,1,"Appartement",61,2,,,
"63,2",,,,,2,"Appartement",64,4,,,
"35,67",,,,,1,"Appartement",30,1,,,
"64,05",,,,,1,"Appartement",65,2,,,
"33,12",,,,,1,"Appartement",33,2,,,
"47,75",,,,,1,"Appartement",47,2,,,
"65,76",,,,,2,"Appartement",65,4,,,
"63,16",,,,,1,"Appartement",67,2,,,
"80,08",,,,,1,"Appartement",79,4,,,
"69,16",,,,,1,"Appartement",69,3,,,
"40,29",,,,,1,"Appartement",41,2,,,
"20,96",,,,,1,"Appartement",22,1,,,
"41,34",,,,,2,"Appartement",40,1,,,
"95,01",,,,,1,"Maison",87,4,,,
"18,27",,,,,2,"Appartement",54,2,,,
"36,55",,,,,2,"Appartement",35,2,,,
"92,59",,,,,2,"Appartement",92,3,,,
"67,86",,,,,1,"Appartement",68,3,,,
"71,3",,,,,1,"Maison",60,3,,,
"14,28",,,,,2,"Appartement",14,1,,,
"70,31",,,,,2,"Appartement",70,3,,,
"107,4",,,,,1,"Appartement",105,4,,,
"93,81",,,,,1,"Appartement",100,3,,,
"123,75",,,,,1,"Maison",124,5,,,
"24,81",,,,,2,"Appartement",30,1,,,
"36,17",,,,,1,"Appartement",36,2,,,
"51,45",,,,,2,"Appartement",54,3,,,
"114,82",,,,,1,"Appartement",19,1,,,
"63,48",,,,,2,"Appartement",88,4,,,
"29,92",,,,,2,"Appartement",35,1,,,
"66,03",,,,,1,"Appartement",66,3,,,
"43,79",,,,,2,"Appartement",43,2,,,
"24,13",,,,,1,"Appartement",11,1,,,
"63,17",,,,,2,"Appartement",52,3,,,
"34,02",,,,,1,"Appartement",35,1,,,
"18,06",,,,,1,"Appartement",17,1,,,
"71,97",,,,,2,"Appartement",73,4,,,
"50,83",,,,,1,"Appartement",51,2,,,
"52,6",,,,,1,"Appartement",52,2,,,
"64,66",,,,,2,"Appartement",66,3,,,
"52,37",,,,,1,"Appartement",45,3,,,
"52,27",,,,,1,"Appartement",52,2,,,
"137,76",,,,,1,"Maison",133,7,,,
"31,49",,,,,2,"Appartement",31,1,,,
"34,22",,,,,1,"Appartement",36,1,,,
"43,48",,,,,1,"Appartement",60,2,,,
"77,69",,,,,2,"Appartement",78,4,,,
"17,2",,,,,2,"Appartement",17,1,,,
"22,63",,,,,1,"Appartement",20,1,,,
"70,24",,,,,1,"Appartement",70,3,,,
108,,,,,4,"Maison",68,3,,,
"49,25",,,,,1,"Appartement",38,2,,,
"82,24",,,,,1,"Appartement",82,4,,,
"67,32",,,,,2,"Appartement",65,4,,,
"102,7",,,,,1,"Maison",90,4,,,
"65,6",,,,,1,"Appartement",76,3,,,
"20,94",,,,,1,"Appartement",24,1,,,
"46,02",,,,,1,"Appartement",46,2,,,
"36,79",,,,,2,"Appartement",39,1,,,
"8,36",,,,,1,"Appartement",10,1,,,
"108,26",,,,,1,"Maison",110,6,"S",,277
"78,2",,,,,1,"Appartement",70,3,,,
"91,26",,,,,1,"Appartement",91,4,,,
"51,16",,,,,1,"Appartement",51,2,,,
"127,39",,,,,1,"Appartement",76,4,,,
"68,32",,,,,1,"Appartement",67,3,,,
"64,13",,,,,1,"Appartement",64,3,,,
"64,5",,,,,1,"Appartement",64,3,,,
"46,95",,,,,1,"Appartement",46,2,,,
"54,23",,,,,2,"Appartement",50,3,,,
"106,05",,,,,2,"Appartement",106,5,,,
"19,53",,,,,1,"Appartement",23,1,,,
"101,87",,,,,1,"Appartement",98,5,,,
"58,18",,,,,1,"Appartement",63,3,,,
"165,13",,,,,1,"Appartement",162,6,,,
"30,24",,,,,1,"Appartement",49,2,,,
"49,37",,,,,1,"Appartement",50,2,,,
"58,99",,,,,1,"Appartement",49,3,,,
"108,05",,,,,2,"Appartement",108,4,,,
"91,58",,,,,1,"Appartement",94,3,,,
"122,63",,,,,1,"Maison",114,5,,,
"112,15",,,,,1,"Maison",117,5,"S",,485
"80,25",,,,,2,"Appartement",80,3,,,
"84,73",,,,,1,"Appartement",83,4,,,
"71,2",,,,,1,"Appartement",71,3,,,
"66,03",,,,,2,"Appartement",66,4,,,
"94,41",,,,,3,"Appartement",90,4,,,
"79,38",,,,,1,"Appartement",80,4,,,
"73,45",,,,,1,"Appartement",77,4,,,
"127,5",,,,,1,"Appartement",126,5,,,
"28,51",,,,,1,"Appartement",30,1,,,
"69,8",,,,,2,"Appartement",66,4,,,
"82,15",,,,,1,"Appartement",82,4,,,
"92,49",,,,,3,"Appartement",94,4,,,
"75,29",,,,,2,"Appartement",68,5,,,
"23,33",,,,,1,"Appartement",23,2,,,
"132,2",,,,,1,"Appartement",129,5,,,
"63,29",,,,,1,"Appartement",65,3,,,
"83,05",,,,,1,"Appartement",82,4,,,
69,,,,,1,"Appartement",69,3,,,
"150,06",,,,,1,"Appartement",137,5,,,
"27,21",,,,,2,"Appartement",27,1,,,
"63,14",,,,,2,"Appartement",64,4,,,
"45,05",,,,,1,"Appartement",45,3,,,
"77,9",,,,,1,"Appartement",85,4,,,
"80,96",,,,,1,"Appartement",81,4,,,
"92,05",,,,,1,"Appartement",90,4,,,
"50,31",,,,,1,"Appartement",50,2,,,
"42,22",,,,,1,"Appartement",43,2,,,
"60,75",,,,,2,"Appartement",61,4,,,
"84,52",,,,,1,"Appartement",84,4,,,
"89,26",,,,,1,"Maison",89,4,,,
"94,9",,,,,1,"Appartement",94,4,,,
"52,97",,,,,1,"Appartement",52,2,,,
"84,24",,,,,1,"Appartement",86,4,,,
"73,1",,,,,1,"Appartement",77,3,,,
"19,15",,,,,1,"Appartement",19,1,,,
"92,85",,,,,1,"Appartement",21,1,,,
"113,02",,,,,1,"Appartement",105,4,,,
"46,7",,,,,2,"Appartement",47,3,,,
"50,57",,,,,1,"Appartement",51,3,,,
"17,31",,,,,2,"Appartement",17,1,,,
"25,39",,,,,1,"Appartement",23,2,,,
"115,26",,,,,1,"Maison",93,4,,,
"38,59",,,,,2,"Appartement",27,1,,,
"238,18",,,,,4,"Appartement",225,8,,,
"61,06",,,,,2,"Appartement",61,4,,,
"126,6",,,,,1,"Maison",99,4,,,
"101,83",,,,,2,"Appartement",102,5,,,
"80,63",,,,,1,"Appartement",80,4,,,
"75,71",,,,,1,"Appartement",83,4,,,
"22,31",,,,,2,"Appartement",22,1,,,
"37,5",,,,,1,"Appartement",41,1,,,
"28,26",,,,,2,"Appartement",39,1,,,
62,,,,,1,"Appartement",59,3,,,
"67,39",,,,,1,"Appartement",65,2,,,
"15,25",,,,,1,"Appartement",15,1,,,
"67,18",,,,,1,"Appartement",72,3,,,
"65,26",,,,,1,"Appartement",65,3,,,
"79,85",,,,,2,"Appartement",79,4,,,
"56,89",,,,,2,"Appartement",56,3,,,
"37,34",,,,,2,"Appartement",32,1,,,
"98,44",,,,,1,"Maison",101,4,,,
"18,04",,,,,1,"Appartement",18,1,,,
"41,09",,,,,1,"Appartement",43,2,,,
"55,04",,,,,2,"Appartement",55,2,,,
"76,81",,,,,1,"Appartement",52,3,,,
"21,12",,,,,1,"Appartement",20,1,,,
"49,7",,,,,1,"Appartement",49,2,,,
"250,29",,,,,1,"Appartement",242,9,,,
"86,9",,,,,2,"Appartement",95,3,,,
"101,62",,,,,1,"Maison",86,4,,,
"26,54",,,,,1,"Appartement",27,1,,,
"73,52",,,,,2,"Appartement",72,3,,,
"35,25",,,,,1,"Appartement",35,3,,,
85,,,,,1,"Appartement",85,4,,,
"18,94",,,,,1,"Appartement",19,1,,,
"64,71",,,,,1,"Appartement",65,3,,,
49,,,,,2,"Appartement",43,2,,,
"27,33",,,,,1,"Appartement",29,1,,,
"35,85",,,,,1,"Appartement",37,2,,,
"44,05",,,,,1,"Appartement",43,2,,,
"95,01",,,,,1,"Appartement",90,3,,,
"20,58",,,,,1,"Appartement",20,1,,,
"36,23",,,,,1,"Appartement",35,1,,,
"52,03",,,,,2,"Appartement",54,2,,,
"32,39",,,,,3,"Appartement",33,2,,,
"72,54",,,,,2,"Appartement",72,3,,,
"27,72",,,,,2,"Appartement",29,2,,,
"62,42",,,,,1,"Appartement",68,3,,,
"42,21",,,,,1,"Appartement",41,1,,,
"48,25",,,,,1,"Appartement",46,1,,,
"41,91",,,,,1,"Appartement",41,2,,,
"86,75",,,,,1,"Appartement",84,4,,,
"25,04",,,,,2,"Appartement",25,1,,,
"77,99",,,,,2,"Appartement",78,4,,,
"64,23",,,,,2,"Appartement",64,3,,,
"104,4",,,,,1,"Appartement",102,4,,,
"61,41",,,,,1,"Appartement",61,3,,,
"24,05",,,,,2,"Appartement",30,1,,,
"32,42",,,,,1,"Appartement",33,1,,,
"42,46",,,,,1,"Appartement",44,2,,,
"52,5",,,,,1,"Appartement",50,2,,,
"35,6",,,,,1,"Appartement",35,2,,,
"16,3",,,,,1,"Appartement",17,1,,,
"71,73",,,,,1,"Appartement",64,3,,,
"45,29",,,,,1,"Appartement",45,2,,,
"33,55",,,,,1,"Appartement",37,2,,,
19,,,,,2,"Appartement",19,2,,,
"19,82",,,,,3,"Appartement",20,1,,,
21,,,,,3,"Appartement",20,1,,,
"26,45",,,,,1,"Appartement",27,1,,,
"35,57",,,,,1,"Appartement",35,2,,,
25,,,,,1,"Appartement",25,1,,,
"38,57",,,,,1,"Appartement",38,2,,,
"30,89",,,,,2,"Appartement",30,2,,,
"28,19",,,,,1,"Appartement",28,2,,,
"89,34",,,,,1,"Appartement",89,5,,,
"59,4",,,,,1,"Appartement",59,3,,,
55,,,,,1,"Appartement",56,2,,,
"19,5",,,,,3,"Appartement",20,1,,,
"24,8",,,,,1,"Appartement",26,2,,,
"25,69",,,,,1,"Appartement",26,2,,,
"20,94",,,,,1,"Appartement",23,2,,,
"60,55",,,,,1,"Appartement",62,3,,,
"30,6",,,,,1,"Appartement",28,1,,,
"65,25",,,,,1,"Appartement",64,3,,,
"40,59",,,,,1,"Appartement",60,3,,,
"23,04",,,,,1,"Appartement",22,1,,,
"28,68",,,,,1,"Appartement",27,1,,,
"12,57",,,,,1,"Appartement",19,1,,,
"29,27",,,,,1,"Appartement",29,2,,,
"35,98",,,,,1,"Appartement",24,1,,,
"93,95",,,,,1,"Appartement",80,4,,,
"19,9",,,,,1,"Appartement",19,1,,,
"34,62",,,,,1,"Appartement",34,1,,,
"28,7",,,,,2,"Appartement",29,1,,,
"49,76",,,,,1,"Appartement",50,2,,,
"37,61",,,,,1,"Appartement",37,2,,,
"68,96",,,,,1,"Appartement",68,3,,,
"20,31",,,,,1,"Appartement",19,1,,,
"103,36",,,,,1,"Maison",93,5,,,
"19,51",,,,,1,"Appartement",19,2,,,
"13,99",,,,,1,"Appartement",14,1,,,
"104,83",,,,,1,"Appartement",110,6,,,
"29,82",,,,,2,"Appartement",43,2,,,
"20,6",,,,,1,"Appartement",22,2,,,
"102,02",,,,,1,"Appartement",104,3,,,
"22,66",,,,,2,"Appartement",23,1,,,
"77,49",,,,,2,"Appartement",78,4,,,
"29,5",,,,,1,"Appartement",30,1,,,
"98,67",,,,,1,"Maison",110,4,,,
"19,11",,,,,1,"Appartement",18,1,,,
"40,9",,,,,2,"Appartement",40,2,,,
"74,06",,,,,1,"Appartement",74,3,,,
"20,31",,,,,1,"Appartement",15,1,,,
"63,07",,,,,2,"Appartement",65,4,,,
"14,85",,,,,1,"Appartement",14,1,,,
"26,34",,,,,2,"Appartement",26,1,,,
"38,14",,,,,1,"Appartement",50,2,,,
"99,21",,,,,1,"Appartement",92,4,,,
"29,89",,,,,1,"Appartement",32,2,,,
"18,1",,,,,1,"Appartement",16,1,,,
"53,5",,,,,1,"Appartement",53,3,,,
"34,55",,,,,1,"Appartement",31,1,,,
35,,,,,1,"Appartement",34,1,,,
"22,79",,,,,1,"Appartement",25,1,,,
"101,3",,,,,4,"Appartement",100,3,,,
"29,83",,,,,1,"Appartement",31,1,,,
85,,,,,1,"Appartement",84,4,,,
"141,6",,,,,1,"Maison",154,6,,,
"16,76",,,,,1,"Appartement",17,1,,,
"102,21",,,,,1,"Appartement",93,4,,,
"35,51",,,,,1,"Appartement",35,1,,,
"22,24",,,,,1,"Appartement",23,2,,,
"135,45",,,,,1,"Maison",101,5,,,
"41,63",,,,,1,"Appartement",45,2,,,
"34,85",,,,,1,"Appartement",29,1,,,
"108,45",,,,,1,"Maison",98,5,,,
"41,2",,,,,2,"Appartement",40,2,,,
2,,,,,2,"Appartement",45,2,,,
"72,19",,,,,2,"Appartement",66,4,,,
"69,15",,,,,1,"Appartement",69,3,,,
"28,58",,,,,2,"Appartement",30,1,,,
"27,12",,,,,1,"Appartement",30,2,,,
"44,75",,,,,1,"Appartement",34,1,,,
"19,1",,,,,1,"Appartement",19,2,,,
"28,92",,,,,2,"Appartement",29,1,,,
"82,8",,,,,1,"Appartement",54,2,,,
"115,45",,,,,4,"Appartement",93,4,,,
"86,15",,,,,1,"Maison",83,4,,,
"54,45",,,,,2,"Appartement",56,3,,,
"24,25",,,,,1,"Appartement",24,2,,,
63,,,,,1,"Appartement",70,3,,,
"33,07",,,,,2,"Appartement",33,1,,,
52,,,,,1,"Appartement",52,2,,,
"56,3",,,,,1,"Appartement",57,3,,,
"25,15",,,,,1,"Appartement",45,2,,,
"28,01",,,,,1,"Appartement",28,2,,,
"63,14",,,,,1,"Appartement",55,3,,,
"95,23",,,,,1,"Maison",71,4,"S",,287
"25,72",,,,,1,"Appartement",25,1,,,
"55,78",,,,,1,"Appartement",55,3,,,
"22,48",,,,,1,"Appartement",23,2,,,
"29,9",,,,,1,"Appartement",31,1,,,
"27,25",,,,,1,"Appartement",34,1,,,
"56,43",,,,,1,"Appartement",60,3,,,
"68,25",,,,,1,"Appartement",67,3,,,
"182,54",,,,,1,"Appartement",194,4,,,
"63,88",,,,,1,"Appartement",64,3,,,
"69,81",,,,,3,"Appartement",75,4,,,
"88,13",,,,,1,"Maison",88,4,,,
"53,52",,,,,2,"Appartement",54,3,,,
"52,38",,,,,1,"Appartement",52,2,,,
"20,78",,,,,1,"Appartement",21,1,,,
"46,9",,,,,2,"Appartement",46,2,,,
"56,68",,,,,2,"Appartement",56,3,,,
"136,31",,,,,1,"Maison",140,8,,,
"76,42",,,,,1,"Appartement",76,3,,,
"28,52",,,,,2,"Appartement",29,1,,,
"24,32",,,,,1,"Appartement",24,1,,,
"27,91",,,,,2,"Appartement",30,1,,,
"46,6",,,,,1,"Appartement",50,3,,,
"30,91",,,,,1,"Appartement",23,2,,,
"24,73",,,,,1,"Appartement",24,2,,,
"63,01",,,,,2,"Appartement",64,4,,,
"107,6",,,,,1,"Maison",87,4,,,
"21,9",,,,,1,"Appartement",25,1,,,
"49,64",,,,,1,"Appartement",40,2,,,
"34,62",,,,,1,"Appartement",34,1,,,
"43,53",,,,,1,"Appartement",44,1,,,
"74,03",,,,,1,"Appartement",74,3,,,
"35,55",,,,,1,"Appartement",35,2,,,
"97,44",,,,,1,"Maison",100,4,,,
"42,98",,,,,1,"Appartement",43,2,,,
"26,09",,,,,1,"Appartement",26,1,,,
"74,44",,,,,1,"Appartement",74,4,,,
"76,22",,,,,1,"Appartement",76,4,,,
"68,36",,,,,2,"Appartement",72,4,,,
"67,7",,,,,1,"Appartement",68,3,,,
"95,87",,,,,1,"Maison",95,4,,,
"72,11",,,,,1,"Maison",71,4,,,
"61,92",,,,,2,"Appartement",61,3,,,
"67,73",,,,,1,"Appartement",68,3,,,
"59,42",,,,,1,"Appartement",70,1,,,
"75,15",,,,,1,"Appartement",69,3,,,
"71,55",,,,,1,"Maison",71,4,,,
"31,24",,,,,1,"Appartement",31,2,,,
"69,69",,,,,1,"Appartement",63,5,,,
"35,54",,,,,1,"Appartement",40,1,,,
"58,13",,,,,1,"Appartement",57,3,,,
"60,12",,,,,1,"Appartement",69,2,,,
"87,95",,,,,2,"Appartement",118,4,,,
"54,55",,,,,1,"Appartement",55,1,,,
"90,59",,,,,2,"Appartement",88,3,,,
"38,17",,,,,1,"Appartement",38,2,,,
"77,2",,,,,2,"Appartement",97,2,,,
"110,34",,,,,1,"Appartement",92,3,,,
"46,78",,,,,1,"Appartement",46,3,,,
"85,17",,,,,2,"Appartement",76,4,,,
109,,,,,1,"Appartement",118,4,,,
"94,43",,,,,1,"Maison",93,2,,,
"75,48",,,,,1,"Appartement",75,4,,,
350,,,,,1,"Appartement",40,2,,,
"38,85",,,,,1,"Appartement",53,2,,,
"60,65",,,,,1,"Appartement",62,3,,,
101,,,,,1,"Maison",100,4,,,
"104,38",,,,,1,"Appartement",106,4,,,
"23,57",,,,,1,"Appartement",23,2,,,
"118,6",,,,,3,"Appartement",116,4,,,
"71,48",,,,,1,"Appartement",70,1,,,
"21,15",,,,,1,"Appartement",21,1,,,
64,,,,,2,"Appartement",70,4,,,
"97,41",,,,,2,"Maison",101,5,,,
"33,44",,,,,3,"Appartement",33,1,,,
"103,92",,,,,1,"Appartement",102,5,,,
"83,98",,,,,1,"Appartement",90,3,,,
39,,,,,1,"Appartement",39,2,,,
36,,,,,1,"Appartement",38,2,,,
109,,,,,4,"Appartement",103,5,,,
"47,8",,,,,1,"Appartement",48,2,,,
"27,35",,,,,1,"Appartement",27,1,,,
"73,5",,,,,2,"Appartement",69,3,,,
19,,,,,5,"Appartement",50,3,,,
"69,2",,,,,1,"Appartement",75,3,,,
"52,58",,,,,1,"Appartement",56,2,,,
"40,03",,,,,2,"Appartement",47,2,,,
"21,38",,,,,2,"Appartement",23,1,,,
"84,38",,,,,3,"Appartement",78,3,,,
"8,2",,,,,2,"Appartement",64,1,,,
"17,82",,,,,1,"Appartement",18,1,,,
"509,85",,,,,1,"Appartement",19,1,,,
"23,55",,,,,1,"Appartement",23,2,,,
"128,31",,,,,3,"Appartement",120,4,,,
"77,8",,,,,2,"Appartement",77,3,,,
"22,29",,,,,1,"Appartement",22,1,,,
"81,7",,,,,3,"Appartement",82,4,,,
"28,08",,,,,3,"Appartement",55,2,,,
"69,57",,,,,6,"Appartement",124,5,,,
"60,79",,,,,3,"Appartement",63,3,,,
"118,03",,,,,7,"Appartement",82,3,,,
"39,32",,,,,1,"Appartement",45,2,,,
"73,84",,,,,2,"Appartement",60,4,,,
"24,2",,,,,1,"Appartement",24,2,,,
"26,5",,,,,1,"Appartement",28,1,,,
"35,6",,,,,1,"Appartement",38,1,,,
"44,8",,,,,2,"Appartement",46,2,,,
"90,81",,,,,2,"Appartement",87,5,,,
"36,76",,,,,1,"Appartement",39,1,,,
"14,69",,,,,1,"Appartement",16,1,,,
55,,,,,1,"Appartement",60,3,,,
"59,14",,,,,2,"Appartement",40,1,,,
3,,,,,2,"Appartement",94,3,,,
"107,95",,,,,1,"Maison",93,6,,,
"28,6",,,,,1,"Appartement",28,3,,,
"57,1",,,,,1,"Appartement",50,2,,,
"68,68",,,,,3,"Appartement",69,3,,,
"57,56",,,,,1,"Appartement",46,1,,,
"37,8",,,,,1,"Appartement",38,1,,,
"78,58",,,,,1,"Appartement",88,3,,,
"55,84",,,,,2,"Appartement",56,3,,,
"30,44",,,,,1,"Appartement",31,2,,,
106,,,,,1,"Appartement",92,4,,,
"47,28",,,,,2,"Appartement",48,2,,,
"48,22",,,,,1,"Appartement",47,2,,,
"48,06",,,,,2,"Appartement",43,3,,,
"100,94",,,,,1,"Appartement",73,3,,,
"62,5",,,,,2,"Appartement",63,3,,,
"52,88",,,,,1,"Appartement",52,2,,,
"83,1",,,,,3,"Appartement",84,4,,,
"48,23",,,,,1,"Maison",53,3,,,
"18,63",,,,,1,"Appartement",19,1,,,
"61,93",,,,,3,"Appartement",64,3,,,
"74,39",,,,,3,"Maison",74,4,,,
"45,94",,,,,1,"Appartement",46,2,,,
"35,66",,,,,1,"Appartement",36,3,,,
"52,88",,,,,1,"Appartement",50,2,,,
"25,53",,,,,1,"Appartement",25,1,,,
94,,,,,1,"Appartement",120,4,,,
42,,,,,1,"Appartement",42,2,,,
"85,32",,,,,1,"Appartement",78,4,,,
"91,43",,,,,2,"Appartement",90,4,,,
"53,22",,,,,1,"Maison",50,3,,,
"67,44",,,,,1,"Maison",140,8,,,
"82,35",,,,,1,"Maison",47,3,,,
"88,8",,,,,1,"Maison",98,4,,,
"43,61",,,,,1,"Appartement",44,2,,,
"77,43",,,,,1,"Maison",81,4,,,
"41,41",,,,,1,"Appartement",42,2,,,
"60,65",,,,,2,"Appartement",63,3,,,
"21,39",,,,,1,"Appartement",21,1,,,
"41,33",,,,,1,"Appartement",40,3,,,
"29,78",,,,,1,"Maison",25,1,,,
"43,9",,,,,3,"Appartement",47,2,,,
"75,44",,,,,2,"Appartement",88,4,,,
"47,14",,,,,1,"Appartement",47,2,,,
"67,08",,,,,2,"Appartement",68,3,,,
"25,16",,,,,1,"Appartement",25,1,,,
"49,91",,,,,1,"Appartement",48,2,,,
"23,53",,,,,2,"Appartement",24,1,,,
"36,7",,,,,1,"Maison",37,2,,,
"36,96",,,,,1,"Appartement",24,1,,,
"39,01",,,,,1,"Appartement",39,3,,,
"23,58",,,,,1,"Appartement",23,1,,,
"63,02",,,,,3,"Appartement",63,3,,,
"43,53",,,,,1,"Maison",44,3,,,
"47,26",,,,,4,"Appartement",44,2,,,
"65,26",,,,,2,"Appartement",65,3,,,
"49,22",,,,,1,"Appartement",60,3,,,
"82,44",,,,,1,"Appartement",78,4,,,
"38,55",,,,,1,"Appartement",42,3,,,
"3,3",,,,,1,"Appartement",29,2,,,
"68,23",,,,,1,"Maison",68,4,,,
"34,17",,,,,1,"Appartement",34,2,,,
"20,07",,,,,1,"Appartement",20,1,,,
"70,21",,,,,1,"Appartement",81,4,,,
55,,,,,1,"Maison",48,3,"AG",,54
"88,35",,,,,4,"Appartement",89,4,,,
"45,27",,,,,1,"Appartement",48,2,,,
"36,7",,,,,1,"Appartement",40,2,,,
91,,,,,1,"Appartement",80,3,,,
"18,33",,,,,1,"Appartement",18,1,,,
"84,77",,,,,1,"Appartement",51,4,,,
"59,34",,,,,2,"Appartement",60,3,,,
"38,31",,,,,1,"Appartement",53,2,,,
"42,64",,,,,2,"Appartement",42,2,,,
"18,84",,,,,1,"Appartement",20,1,,,
"61,3",,,,,1,"Maison",53,2,,,
"55,46",,,,,1,"Appartement",56,3,,,
"25,74",,,,,1,"Appartement",27,1,,,
"35,12",,,,,1,"Appartement",26,2,,,
"58,26",,,,,3,"Appartement",59,3,,,
"34,12",,,,,1,"Maison",37,1,,,
"27,54",,,,,1,"Appartement",28,1,,,
"47,72",,,,,2,"Appartement",48,2,,,
"39,21",,,,,1,"Appartement",41,2,,,
"50,7",,,,,1,"Appartement",39,2,,,
"23,05",,,,,1,"Appartement",23,1,,,
"43,82",,,,,2,"Appartement",44,2,,,
"52,71",,,,,2,"Appartement",53,3,,,
"63,38",,,,,3,"Appartement",63,3,,,
"65,57",,,,,2,"Appartement",64,3,,,
"27,01",,,,,1,"Maison",33,2,,,
"33,06",,,,,1,"Appartement",31,3,,,
"45,82",,,,,2,"Appartement",45,2,,,
"51,92",,,,,2,"Appartement",52,2,,,
"46,6",,,,,1,"Appartement",46,2,,,
"46,05",,,,,2,"Appartement",45,2,,,
"81,7",,,,,1,"Maison",82,4,,,
"30,58",,,,,2,"Appartement",30,2,,,
"62,63",,,,,1,"Appartement",62,3,,,
"78,3",,,,,1,"Appartement",79,3,,,
28,,,,,1,"Maison",25,2,,,
"85,99",,,,,3,"Appartement",95,5,,,
"29,08",,,,,1,"Appartement",29,1,,,
"21,88",,,,,1,"Appartement",23,2,,,
"79,36",,,,,1,"Maison",79,4,,,
"33,46",,,,,3,"Appartement",34,2,,,
"49,84",,,,,1,"Appartement",53,2,,,
"46,81",,,,,2,"Appartement",47,2,,,
"90,99",,,,,1,"Appartement",95,3,,,
"23,1",,,,,1,"Appartement",22,1,,,
"43,86",,,,,2,"Appartement",44,2,,,
"43,12",,,,,1,"Maison",43,3,"AG",,38
"21,55",,,,,1,"Appartement",19,1,,,
"50,06",,,,,1,"Appartement",58,3,,,
145,,,,,1,"Appartement",125,4,,,
"131,09",,,,,1,"Appartement",140,4,,,
"44,3",,,,,2,"Appartement",44,2,,,
"31,52",,,,,1,"Appartement",31,2,,,
"47,84",,,,,2,"Appartement",48,2,,,
"36,65",,,,,1,"Appartement",37,2,,,
"132,45",,,,,1,"Maison",132,4,,,
"62,92",,,,,2,"Appartement",64,3,,,
45,,,,,1,"Maison",46,2,,,
"46,17",,,,,1,"Appartement",46,2,,,
"46,77",,,,,1,"Appartement",45,2,,,
"74,1",,,,,1,"Appartement",83,4,,,
"71,85",,,,,1,"Appartement",70,4,,,
