"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
51.01,,,,,1,34,2,,"Appartement",,
63.19,,,,,1,63,3,,"Appartement",,
129.5,,,,,1,129,6,,"Appartement",,
111.66,,,,,1,117,5,,"Maison",,
57.6,,,,,1,55,3,,"Appartement",,
29.65,,,,,1,32,2,,"Appartement",,
79.65,,,,,1,91,4,,"Appartement",,
67.79,,,,,2,67,3,,"Appartement",,
31.97,,,,,1,26,1,,"Appartement",,
48.04,,,,,1,43,2,,"Appartement",,
64.11,,,,,2,76,4,,"Appartement",,
116.7,,,,,1,72,3,238,"Maison","S",
32.64,,,,,1,32,2,,"Appartement",,
58.49,,,,,1,60,3,,"Appartement",,
48.84,,,,,2,49,2,,"Appartement",,
55.33,,,,,1,30,2,,"Appartement",,
32.36,,,,,1,32,2,,"Appartement",,
84.48,,,,,1,89,4,,"Appartement",,
73.88,,,,,1,75,3,,"Appartement",,
28.21,,,,,1,27,2,,"Appartement",,
43.64,,,,,1,57,2,,"Appartement",,
40,,,,,1,48,3,,"Appartement",,
25.81,,,,,2,23,1,,"Appartement",,
71.27,,,,,1,66,3,,"Appartement",,
18.03,,,,,1,18,1,,"Appartement",,
72.28,,,,,2,72,3,,"Maison",,
43.65,,,,,1,54,2,,"Appartement",,
28.11,,,,,1,28,1,,"Appartement",,
34.5,,,,,1,34,2,,"Appartement",,
33.86,,,,,1,33,1,,"Appartement",,
40.47,,,,,1,59,2,,"Appartement",,
18.05,,,,,1,18,1,,"Appartement",,
32.11,,,,,1,32,2,,"Appartement",,
40.51,,,,,2,41,2,,"Appartement",,
61.34,,,,,2,66,3,,"Appartement",,
73.25,,,,,1,66,4,,"Appartement",,
58.64,,,,,1,58,3,,"Appartement",,
70.2,,,,,1,70,3,,"Appartement",,
64.96,,,,,1,66,3,,"Appartement",,
59.69,,,,,1,70,3,,"Appartement",,
42.81,,,,,1,44,2,,"Appartement",,
19.78,,,,,1,20,1,,"Appartement",,
98.88,,,,,2,89,2,,"Appartement",,
25.04,,,,,1,25,2,,"Appartement",,
25.83,,,,,1,24,1,,"Appartement",,
36.07,,,,,1,55,2,,"Appartement",,
49.03,,,,,2,49,2,,"Appartement",,
35.82,,,,,1,35,2,,"Appartement",,
67.36,,,,,2,66,3,,"Appartement",,
89.25,,,,,1,89,2,,"Appartement",,
20.95,,,,,1,21,1,,"Appartement",,
81.68,,,,,1,84,4,,"Appartement",,
50.51,,,,,1,50,3,,"Appartement",,
96.74,,,,,1,100,5,,"Maison",,
65.62,,,,,1,65,3,,"Appartement",,
25.69,,,,,1,25,2,,"Appartement",,
20.02,,,,,1,19,1,,"Appartement",,
35.42,,,,,1,37,2,,"Appartement",,
42.47,,,,,1,43,3,,"Appartement",,
63.17,,,,,2,79,3,,"Appartement",,
30.06,,,,,1,32,2,,"Appartement",,
37.24,,,,,1,40,2,,"Appartement",,
28,,,,,1,36,2,,"Appartement",,
49.45,,,,,1,60,2,,"Appartement",,
27.25,,,,,1,28,1,,"Appartement",,
59.2,,,,,1,59,3,,"Appartement",,
20,,,,,1,20,1,,"Appartement",,
27.68,,,,,1,27,1,,"Appartement",,
36.22,,,,,1,36,2,,"Appartement",,
60.66,,,,,1,61,3,,"Appartement",,
75.7,,,,,1,68,4,,"Appartement",,
10.51,,,,,1,11,1,,"Appartement",,
17.7,,,,,1,18,1,,"Appartement",,
30.6,,,,,1,26,2,186,"Maison","S",
69.71,,,,,2,72,3,,"Appartement",,
46.35,,,,,2,48,2,,"Appartement",,
103.98,,,,,1,99,5,,"Appartement",,
58,,,,,1,56,3,,"Appartement",,
48.3,,,,,1,48,2,,"Appartement",,
68.17,,,,,2,67,4,,"Appartement",,
21.67,,,,,1,22,1,,"Appartement",,
35.25,,,,,1,37,2,,"Appartement",,
84.92,,,,,1,85,3,,"Appartement",,
137.88,,,,,1,123,5,,"Maison",,
120,,,,,1,94,4,,"Appartement",,
64.23,,,,,1,65,3,,"Appartement",,
42.69,,,,,2,45,2,,"Appartement",,
35.94,,,,,1,35,2,,"Appartement",,
75.12,,,,,1,80,4,,"Appartement",,
44.12,,,,,1,44,2,,"Appartement",,
46.4,,,,,1,43,2,,"Appartement",,
83.7,,,,,2,83,3,,"Appartement",,
55.5,,,,,1,72,2,,"Appartement",,
57.63,,,,,2,56,3,,"Appartement",,
113.63,,,,,2,111,3,,"Appartement",,
18.09,,,,,1,17,1,,"Appartement",,
72.59,,,,,1,65,3,,"Maison",,
32.49,,,,,1,37,2,,"Appartement",,
125.92,,,,,1,95,4,,"Maison",,
19,,,,,1,20,1,,"Appartement",,
17.6,,,,,1,18,1,,"Appartement",,
174.41,,,,,3,176,4,,"Appartement",,
21.35,,,,,1,24,1,,"Appartement",,
72.02,,,,,1,70,4,,"Maison",,
20.57,,,,,1,21,1,,"Appartement",,
57.02,,,,,2,57,3,,"Appartement",,
73.99,,,,,1,73,3,,"Appartement",,
78.43,,,,,1,79,5,,"Appartement",,
157.14,,,,,1,138,4,,"Appartement",,
61.19,,,,,2,65,3,,"Appartement",,
60.47,,,,,1,60,2,,"Appartement",,
82.9,,,,,1,83,3,,"Appartement",,
65.5,,,,,2,65,3,,"Appartement",,
36.39,,,,,1,34,1,,"Appartement",,
73.38,,,,,1,75,3,,"Appartement",,
51.82,,,,,1,47,3,,"Appartement",,
55.9,,,,,1,58,3,,"Appartement",,
92.04,,,,,1,96,5,,"Appartement",,
41.69,,,,,1,41,2,,"Appartement",,
60.89,,,,,2,85,2,,"Appartement",,
21.05,,,,,1,21,1,,"Appartement",,
42.05,,,,,2,34,1,,"Maison",,
50.86,,,,,1,54,1,,"Appartement",,
77.31,,,,,2,87,4,,"Appartement",,
64,,,,,1,65,1,,"Appartement",,
32.21,,,,,1,34,1,,"Appartement",,
55.59,,,,,2,53,3,,"Appartement",,
18,,,,,1,18,1,,"Appartement",,
18.44,,,,,1,19,1,,"Appartement",,
61.14,,,,,1,63,2,,"Appartement",,
108.96,,,,,1,110,5,,"Maison",,
39.75,,,,,1,40,1,,"Appartement",,
84.89,,,,,1,87,3,,"Appartement",,
19.31,,,,,1,21,1,,"Appartement",,
92.39,,,,,1,96,5,283,"Maison","S",
70.9,,,,,2,75,3,,"Appartement",,
65.75,,,,,1,80,5,,"Appartement",,
31.63,,,,,1,31,2,,"Appartement",,
40.38,,,,,1,45,2,,"Appartement",,
19.5,,,,,1,20,1,,"Appartement",,
19.98,,,,,1,20,1,,"Appartement",,
22.72,,,,,1,23,2,,"Appartement",,
67.92,,,,,2,72,4,,"Appartement",,
19.88,,,,,1,20,1,,"Appartement",,
97.94,,,,,1,97,1,,"Maison",,
54.1,,,,,2,28,1,,"Appartement",,
34.31,,,,,1,45,2,,"Appartement",,
138.5,,,,,1,138,4,,"Appartement",,
56.07,,,,,1,55,2,,"Appartement",,
48.78,,,,,1,53,3,,"Appartement",,
49.66,,,,,1,51,3,,"Appartement",,
17,,,,,1,15,1,,"Appartement",,
34.23,,,,,1,35,2,,"Appartement",,
42.95,,,,,1,42,2,,"Appartement",,
59,,,,,1,60,3,,"Appartement",,
95.64,,,,,1,50,2,,"Appartement",,
12.5,,,,,2,68,3,,"Appartement",,
21.09,,,,,1,21,1,,"Appartement",,
85.5,,,,,1,88,4,,"Maison",,
111.7,,,,,1,110,3,,"Appartement",,
20.55,,,,,1,20,1,,"Appartement",,
104.04,,,,,2,102,4,,"Appartement",,
103.83,,,,,1,101,5,,"Maison",,
91.33,,,,,1,100,4,,"Appartement",,
55.3,,,,,1,51,3,,"Appartement",,
38.39,,,,,1,40,2,,"Appartement",,
69.81,,,,,1,70,2,,"Appartement",,
62.1,,,,,1,62,3,,"Appartement",,
96,,,,,1,95,4,,"Maison",,
80.09,,,,,1,80,3,,"Appartement",,
51.79,,,,,1,51,2,,"Appartement",,
77.23,,,,,1,77,4,,"Maison",,
24.11,,,,,1,24,1,,"Appartement",,
54.71,,,,,1,42,3,,"Appartement",,
51.82,,,,,2,52,3,,"Appartement",,
72.35,,,,,1,72,4,248,"Maison","S",
81.74,,,,,1,81,4,,"Maison",,
38.38,,,,,1,90,4,,"Maison",,
92.67,,,,,1,95,4,,"Appartement",,
50.06,,,,,1,51,2,,"Appartement",,
27.25,,,,,1,32,2,,"Maison",,
21.1,,,,,1,21,1,,"Appartement",,
68.25,,,,,1,67,2,,"Appartement",,
96.96,,,,,1,99,5,,"Maison",,
38.13,,,,,2,37,2,,"Appartement",,
67.63,,,,,2,68,3,,"Appartement",,
35.98,,,,,1,35,2,,"Appartement",,
40.1,,,,,2,40,2,,"Appartement",,
69.52,,,,,1,67,3,,"Appartement",,
39.93,,,,,1,36,1,,"Appartement",,
35.93,,,,,1,39,2,,"Appartement",,
42.02,,,,,1,41,2,,"Appartement",,
38.35,,,,,2,33,2,,"Appartement",,
77.9,,,,,1,75,4,,"Maison",,
69.74,,,,,2,60,3,,"Appartement",,
72,,,,,2,75,2,,"Appartement",,
50.44,,,,,2,55,3,,"Appartement",,
36.76,,,,,2,38,2,,"Appartement",,
56.1,,,,,2,65,3,,"Appartement",,
64.58,,,,,2,64,3,,"Appartement",,
251.64,,,,,1,241,6,,"Appartement",,
71.09,,,,,1,67,3,,"Appartement",,
48.09,,,,,1,49,2,,"Appartement",,
19.1,,,,,1,20,1,,"Appartement",,
30.92,,,,,2,29,1,,"Appartement",,
21.23,,,,,1,21,1,,"Appartement",,
32.3,,,,,1,33,2,,"Appartement",,
34.25,,,,,1,45,2,,"Appartement",,
86.3,,,,,1,88,4,,"Maison",,
58.72,,,,,1,59,3,,"Appartement",,
49.2,,,,,1,49,2,,"Appartement",,
55.2,,,,,1,56,2,,"Appartement",,
109.01,,,,,1,110,5,,"Maison",,
64.68,,,,,1,79,3,,"Appartement",,
82,,,,,1,71,2,,"Appartement",,
33,,,,,2,42,1,,"Appartement",,
41,,,,,2,41,2,,"Appartement",,
75.75,,,,,1,79,3,,"Appartement",,
35.55,,,,,1,36,2,,"Appartement",,
61,,,,,1,59,3,,"Appartement",,
90,,,,,1,100,3,,"Appartement",,
68,,,,,2,68,3,,"Appartement",,
72,,,,,1,91,4,,"Appartement",,
58.79,,,,,1,58,3,,"Appartement",,
62.75,,,,,1,53,3,,"Appartement",,
60.81,,,,,1,67,2,,"Appartement",,
118.58,,,,,2,117,6,,"Appartement",,
55.26,,,,,2,55,3,,"Appartement",,
35.05,,,,,1,35,2,,"Appartement",,
71,,,,,2,67,4,,"Appartement",,
71.7,,,,,3,72,3,,"Appartement",,
55.4,,,,,1,63,2,,"Appartement",,
33.59,,,,,1,33,2,,"Appartement",,
38.45,,,,,1,38,2,,"Appartement",,
65.17,,,,,1,10,1,,"Maison",,
7.61,,,,,2,58,2,,"Appartement",,
66.18,,,,,1,64,3,,"Appartement",,
73.1,,,,,1,73,3,,"Appartement",,
60.83,,,,,2,69,3,,"Appartement",,
66.23,,,,,1,64,3,,"Appartement",,
48.8,,,,,1,55,2,,"Appartement",,
48.13,,,,,2,46,2,,"Appartement",,
69.03,,,,,1,70,3,,"Appartement",,
24.8,,,,,1,24,1,,"Appartement",,
90.7,,,,,2,70,3,,"Appartement",,
86.54,,,,,1,69,3,,"Maison",,
68.38,,,,,3,66,4,,"Appartement",,
62.65,,,,,1,59,2,,"Appartement",,
37.15,,,,,1,37,2,,"Appartement",,
58.86,,,,,1,60,3,,"Appartement",,
48.1,,,,,2,48,2,,"Maison",,
89.88,,,,,1,84,4,,"Maison",,
19.97,,,,,1,24,1,,"Appartement",,
81.87,,,,,1,78,4,,"Maison",,
60.75,,,,,1,62,3,,"Appartement",,
44.04,,,,,1,45,3,,"Appartement",,
63.82,,,,,2,52,3,,"Appartement",,
106,,,,,1,107,4,,"Appartement",,
75,,,,,1,64,4,,"Maison",,
36.39,,,,,1,30,1,,"Appartement",,
12,,,,,2,41,2,,"Appartement",,
47.55,,,,,1,47,2,,"Appartement",,
69.4,,,,,1,69,3,,"Maison",,
93.34,,,,,3,83,4,,"Appartement",,
57,,,,,1,58,3,,"Appartement",,
67.66,,,,,2,67,3,,"Appartement",,
67.38,,,,,1,66,3,,"Appartement",,
92,,,,,1,96,4,,"Maison",,
50.65,,,,,1,55,1,,"Appartement",,
67.05,,,,,1,50,3,,"Maison",,
62.6,,,,,1,65,3,,"Appartement",,
45.67,,,,,1,47,2,,"Appartement",,
104,,,,,1,98,3,,"Maison",,
57.43,,,,,2,58,2,,"Appartement",,
43.35,,,,,2,45,3,,"Appartement",,
36.5,,,,,1,36,2,,"Appartement",,
48.27,,,,,1,48,2,,"Appartement",,
37.25,,,,,1,38,2,,"Appartement",,
67.61,,,,,1,65,4,,"Appartement",,
60.51,,,,,1,67,2,,"Appartement",,
69,,,,,1,72,3,,"Appartement",,
36.4,,,,,1,37,2,,"Appartement",,
35.78,,,,,1,37,2,,"Appartement",,
31.86,,,,,1,32,2,,"Appartement",,
50.24,,,,,1,54,1,,"Appartement",,
35.25,,,,,1,29,2,,"Appartement",,
60.12,,,,,1,60,2,,"Appartement",,
60.76,,,,,2,63,3,,"Appartement",,
30.73,,,,,1,30,2,,"Appartement",,
72.82,,,,,1,74,3,,"Appartement",,
62.52,,,,,2,67,3,,"Appartement",,
25.86,,,,,1,141,4,,"Maison",,
61.47,,,,,1,60,2,,"Appartement",,
50.5,,,,,1,50,3,,"Appartement",,
23.1,,,,,1,23,1,,"Appartement",,
51.6,,,,,1,65,3,,"Appartement",,
72.85,,,,,1,72,3,,"Appartement",,
49.1,,,,,3,49,2,,"Appartement",,
86.75,,,,,1,85,5,,"Maison",,
60.2,,,,,1,58,3,,"Appartement",,
64.35,,,,,1,50,3,,"Appartement",,
40.3,,,,,1,48,1,,"Appartement",,
33.11,,,,,1,33,1,,"Appartement",,
58.62,,,,,2,57,3,,"Appartement",,
38.09,,,,,1,37,2,,"Appartement",,
48,,,,,2,48,2,,"Appartement",,
19.81,,,,,1,23,1,,"Appartement",,
45.45,,,,,2,44,2,,"Appartement",,
68.05,,,,,2,80,2,,"Appartement",,
81.32,,,,,1,81,4,,"Maison",,
31.7,,,,,1,32,1,,"Appartement",,
48.83,,,,,1,52,3,,"Appartement",,
68.9,,,,,2,68,3,,"Appartement",,
56.2,,,,,2,75,3,,"Appartement",,
68.5,,,,,2,81,4,,"Appartement",,
54,,,,,1,54,3,,"Appartement",,
73,,,,,1,73,3,,"Maison",,
67.28,,,,,2,66,4,,"Appartement",,
45.13,,,,,1,51,2,,"Appartement",,
44.57,,,,,1,44,2,,"Appartement",,
88.5,,,,,1,88,4,,"Maison",,
23.69,,,,,1,20,2,,"Maison",,
53.89,,,,,1,63,1,,"Appartement",,
38.8,,,,,1,38,2,,"Appartement",,
49.05,,,,,1,49,2,,"Appartement",,
30.18,,,,,2,30,1,,"Appartement",,
42.65,,,,,1,42,2,,"Appartement",,
23.79,,,,,1,31,1,,"Appartement",,
21.65,,,,,1,22,1,,"Appartement",,
81.42,,,,,2,82,4,,"Appartement",,
69.14,,,,,2,60,3,,"Appartement",,
58,,,,,3,78,2,,"Appartement",,
19.8,,,,,1,20,1,,"Appartement",,
78.49,,,,,2,81,4,,"Appartement",,
111.49,,,,,1,112,5,,"Maison",,
69.35,,,,,1,62,3,,"Appartement",,
40.22,,,,,1,42,2,,"Appartement",,
67.57,,,,,1,68,3,,"Maison",,
83.16,,,,,2,81,4,,"Appartement",,
37.91,,,,,1,37,2,,"Appartement",,
81.96,,,,,1,75,3,,"Appartement",,
56.37,,,,,1,61,3,,"Appartement",,
102.14,,,,,1,103,6,,"Maison",,
82.24,,,,,1,82,3,,"Appartement",,
67.43,,,,,1,69,3,,"Maison",,
17.85,,,,,2,21,1,,"Appartement",,
54.25,,,,,1,56,3,,"Appartement",,
24.7,,,,,1,25,1,,"Appartement",,
60.64,,,,,2,67,3,,"Appartement",,
54.86,,,,,1,56,2,,"Appartement",,
70,,,,,1,71,3,,"Maison",,
30.48,,,,,1,38,2,,"Appartement",,
66.92,,,,,2,67,3,,"Appartement",,
40.26,,,,,1,40,2,,"Appartement",,
35.42,,,,,1,36,2,,"Appartement",,
79.46,,,,,1,80,4,,"Appartement",,
85.97,,,,,1,82,4,,"Appartement",,
67.02,,,,,1,67,3,,"Appartement",,
22.8,,,,,1,23,1,,"Appartement",,
68.64,,,,,1,69,3,,"Maison",,
66.65,,,,,1,67,3,,"Appartement",,
81.84,,,,,1,83,4,,"Maison",,
28.81,,,,,1,30,2,,"Appartement",,
70.56,,,,,1,69,3,,"Maison",,
82.79,,,,,1,77,3,,"Appartement",,
74.75,,,,,1,74,3,,"Appartement",,
70.29,,,,,1,71,3,,"Appartement",,
36.5,,,,,1,36,2,,"Appartement",,
59.75,,,,,1,61,3,,"Appartement",,
66.46,,,,,1,70,3,,"Appartement",,
31.63,,,,,1,31,1,,"Appartement",,
44.55,,,,,1,44,2,,"Appartement",,
24.35,,,,,1,24,1,,"Appartement",,
32.59,,,,,1,32,2,,"Appartement",,
33.73,,,,,1,35,1,,"Appartement",,
29.55,,,,,1,30,1,,"Appartement",,
83.17,,,,,2,86,5,,"Appartement",,
31,,,,,3,32,3,,"Appartement",,
79.91,,,,,2,81,5,,"Appartement",,
47.43,,,,,1,48,2,,"Appartement",,
47.71,,,,,1,48,2,,"Appartement",,
58.93,,,,,2,58,3,,"Appartement",,
58.59,,,,,2,57,3,,"Appartement",,
89.83,,,,,1,83,4,,"Maison",,
122.23,,,,,1,99,5,,"Maison",,
72.74,,,,,1,74,3,,"Appartement",,
25.68,,,,,1,18,1,,"Appartement",,
49.71,,,,,1,50,3,,"Maison",,
64.41,,,,,1,64,3,,"Appartement",,
64.42,,,,,1,64,3,,"Appartement",,
29.56,,,,,1,30,2,,"Appartement",,
37.82,,,,,1,37,2,,"Appartement",,
37.14,,,,,1,37,2,,"Appartement",,
19.57,,,,,1,19,1,,"Appartement",,
33.76,,,,,1,33,2,,"Appartement",,
48.23,,,,,1,52,3,,"Appartement",,
44.73,,,,,2,45,2,,"Appartement",,
63.63,,,,,1,64,3,,"Appartement",,
59.7,,,,,1,60,3,,"Appartement",,
18.84,,,,,1,20,1,,"Appartement",,
45.46,,,,,2,50,2,,"Appartement",,
30.04,,,,,1,30,1,,"Appartement",,
76.59,,,,,1,76,3,,"Appartement",,
31.94,,,,,1,32,1,,"Appartement",,
58.38,,,,,1,45,1,,"Appartement",,
45.26,,,,,1,47,2,,"Appartement",,
44.03,,,,,1,44,2,,"Maison",,
35.42,,,,,1,37,2,,"Maison",,
29.77,,,,,1,29,2,,"Maison",,
33.83,,,,,1,40,3,,"Maison",,
30.35,,,,,1,30,2,,"Maison",,
79,,,,,1,24,1,,"Appartement",,
35.61,,,,,1,35,2,,"Appartement",,
24.04,,,,,1,25,2,,"Appartement",,
30.36,,,,,1,31,2,,"Appartement",,
28.01,,,,,1,30,2,,"Appartement",,
31.94,,,,,1,24,2,,"Appartement",,
29.7,,,,,1,30,2,,"Appartement",,
33.84,,,,,1,33,2,,"Appartement",,
51.54,,,,,1,52,3,,"Appartement",,
19.11,,,,,1,20,1,,"Appartement",,
56.91,,,,,1,57,3,,"Appartement",,
50.68,,,,,1,31,2,,"Maison",,
70.02,,,,,1,69,3,,"Maison",,
39.43,,,,,1,25,1,,"Appartement",,
35.9,,,,,1,35,1,,"Appartement",,
24.41,,,,,1,25,2,,"Maison",,
33.15,,,,,1,30,2,,"Appartement",,
19.17,,,,,1,18,1,,"Maison",,
21.05,,,,,1,22,2,,"Appartement",,
26.43,,,,,1,27,2,,"Appartement",,
30.5,,,,,1,32,2,,"Maison",,
92.23,,,,,1,92,4,,"Maison",,
43.55,,,,,1,43,3,,"Appartement",,
20.36,,,,,1,20,1,,"Appartement",,
96.02,,,,,1,78,3,,"Maison",,
26.57,,,,,1,26,2,,"Appartement",,
43.4,,,,,1,43,3,,"Appartement",,
27.58,,,,,1,28,2,,"Appartement",,
78.56,,,,,1,79,4,,"Maison",,
23.25,,,,,1,23,1,,"Appartement",,
62.24,,,,,1,60,3,,"Appartement",,
45.43,,,,,1,45,2,,"Appartement",,
40.99,,,,,1,45,3,,"Maison",,
41.85,,,,,2,41,2,,"Appartement",,
26.91,,,,,1,28,2,,"Appartement",,
19.52,,,,,1,19,1,,"Appartement",,
29.22,,,,,1,28,1,,"Appartement",,
45.47,,,,,1,46,3,,"Appartement",,
34.73,,,,,1,35,1,,"Appartement",,
74.91,,,,,1,75,3,,"Appartement",,
22.13,,,,,1,18,1,,"Appartement",,
25.62,,,,,1,25,1,,"Appartement",,
52.37,,,,,1,61,3,,"Appartement",,
18.81,,,,,1,18,1,,"Appartement",,
35.62,,,,,1,36,2,,"Appartement",,
46.65,,,,,1,30,2,,"Appartement",,
21.94,,,,,2,22,1,,"Appartement",,
39.35,,,,,1,39,2,,"Appartement",,
30.91,,,,,1,35,2,,"Maison",,
48.82,,,,,1,50,3,,"Appartement",,
25.74,,,,,1,28,2,,"Appartement",,
38.47,,,,,2,40,2,,"Maison",,
32.55,,,,,1,31,2,,"Appartement",,
45.09,,,,,1,45,2,,"Appartement",,
35.48,,,,,1,33,3,,"Appartement",,
17.77,,,,,1,18,1,,"Appartement",,
44.85,,,,,1,50,3,,"Maison",,
21.48,,,,,1,22,2,,"Appartement",,
28.94,,,,,1,38,1,,"Appartement",,
33.72,,,,,1,34,1,,"Appartement",,
21.94,,,,,1,22,1,,"Appartement",,
99.74,,,,,1,95,3,,"Appartement",,
28.89,,,,,1,26,2,,"Appartement",,
45.77,,,,,1,45,2,,"Appartement",,
35.86,,,,,1,35,3,,"Appartement",,
17.71,,,,,1,18,1,,"Appartement",,
41.88,,,,,1,38,1,,"Appartement",,
34.99,,,,,1,35,2,,"Appartement",,
41.75,,,,,1,38,1,,"Appartement",,
79.1,,,,,2,79,3,,"Appartement",,
17.6,,,,,1,20,1,,"Appartement",,
32.89,,,,,1,33,1,,"Appartement",,
90.58,,,,,1,91,4,,"Maison",,
28.11,,,,,1,27,2,,"Appartement",,
54.98,,,,,1,54,2,,"Appartement",,
53.2,,,,,1,53,3,,"Appartement",,
48.18,,,,,2,47,3,,"Maison",,
35.66,,,,,1,35,2,,"Appartement",,
37.1,,,,,1,41,3,,"Maison",,
30.56,,,,,1,30,2,,"Maison",,
56.66,,,,,1,63,3,,"Appartement",,
26.33,,,,,1,19,2,,"Maison",,
30.56,,,,,1,30,2,,"Appartement",,
47.73,,,,,1,48,4,,"Maison",,
49.13,,,,,1,51,3,,"Appartement",,
133.72,,,,,1,95,4,,"Maison",,
13.22,,,,,1,13,1,,"Appartement",,
18.14,,,,,1,18,2,,"Appartement",,
64.94,,,,,1,69,3,,"Appartement",,
26.16,,,,,1,25,1,,"Appartement",,
46.82,,,,,1,46,2,,"Appartement",,
48.58,,,,,1,51,3,,"Appartement",,
68.92,,,,,1,66,3,,"Appartement",,
35.07,,,,,1,35,2,,"Appartement",,
43.33,,,,,1,43,2,,"Appartement",,
25.23,,,,,1,25,2,,"Appartement",,
41.32,,,,,1,42,3,,"Appartement",,
47.92,,,,,1,48,2,,"Appartement",,
20.73,,,,,1,22,2,,"Appartement",,
36.66,,,,,1,37,2,,"Appartement",,
23,,,,,1,23,1,,"Appartement",,
45.84,,,,,1,52,2,,"Maison",,
35.43,,,,,1,36,2,,"Appartement",,
61.03,,,,,1,62,3,,"Appartement",,
20.7,,,,,1,22,2,,"Appartement",,
18.88,,,,,1,19,1,,"Appartement",,
43.19,,,,,1,44,4,,"Maison",,
34.53,,,,,1,39,2,,"Appartement",,
113.24,,,,,1,140,6,,"Appartement",,
31.95,,,,,1,38,1,,"Appartement",,
26.41,,,,,1,31,2,,"Maison",,
25.37,,,,,1,25,2,,"Appartement",,
23.86,,,,,1,25,2,,"Appartement",,
44.75,,,,,1,44,3,,"Maison",,
64.16,,,,,1,68,3,,"Appartement",,
83.15,,,,,2,82,3,,"Appartement",,
32.88,,,,,1,33,2,,"Appartement",,
25.8,,,,,1,27,1,,"Appartement",,
114.02,,,,,2,113,4,,"Appartement",,
13.76,,,,,1,14,2,,"Appartement",,
43.12,,,,,1,45,2,,"Appartement",,
83.86,,,,,1,84,5,,"Maison",,
24.24,,,,,1,32,1,,"Appartement",,
22.37,,,,,1,22,1,,"Appartement",,
21,,,,,1,22,1,,"Appartement",,
52.9,,,,,1,52,3,,"Appartement",,
22.29,,,,,1,22,1,,"Appartement",,
31.4,,,,,2,31,2,,"Appartement",,
34.47,,,,,1,30,1,,"Appartement",,
46.77,,,,,1,45,2,,"Appartement",,
23.56,,,,,1,23,1,,"Appartement",,
37.36,,,,,1,30,1,,"Appartement",,
37.22,,,,,1,45,1,,"Maison",,
77.49,,,,,1,73,2,,"Appartement",,
43.7,,,,,1,41,2,,"Appartement",,
56.28,,,,,1,55,3,,"Maison",,
41.16,,,,,1,42,2,106,"Maison","S",
60.82,,,,,1,63,3,,"Appartement",,
22.52,,,,,2,23,1,,"Appartement",,
38.52,,,,,2,35,2,,"Appartement",,
57.16,,,,,1,54,2,,"Appartement",,
64.87,,,,,1,66,3,,"Appartement",,
65.65,,,,,2,60,3,,"Appartement",,
43.1,,,,,1,46,2,91,"Maison","S",
55.07,,,,,1,56,3,,"Appartement",,
59.35,,,,,2,59,3,,"Appartement",,
41.29,,,,,2,47,2,,"Appartement",,
56.55,,,,,1,55,2,,"Appartement",,
48.9,,,,,3,48,2,,"Maison",,
70.97,,,,,1,73,3,306,"Maison","S",
65.13,,,,,1,57,3,,"Appartement",,
91.76,,,,,1,96,4,,"Appartement",,
14.05,,,,,1,14,1,,"Appartement",,
112.17,,,,,1,112,4,,"Appartement",,
13.21,,,,,1,13,1,,"Appartement",,
60.76,,,,,1,60,3,,"Appartement",,
33.45,,,,,1,35,2,,"Appartement",,
60.35,,,,,1,60,4,,"Appartement",,
29.11,,,,,1,30,1,,"Appartement",,
33.07,,,,,1,33,2,,"Appartement",,
37.2,,,,,2,45,2,,"Appartement",,
27,,,,,1,27,1,,"Appartement",,
44.75,,,,,1,45,2,,"Appartement",,
39.44,,,,,1,40,2,,"Appartement",,
59.11,,,,,1,51,3,179,"Maison","S",
16.31,,,,,1,17,1,,"Appartement",,
81.81,,,,,1,82,4,,"Maison",,
34.11,,,,,1,39,2,,"Appartement",,
34,,,,,1,29,2,,"Appartement",,
76.47,,,,,1,78,3,,"Appartement",,
21.88,,,,,1,22,1,,"Appartement",,
11.19,,,,,1,10,1,,"Appartement",,
45,,,,,1,45,3,158,"Appartement","J",
66.54,,,,,1,70,3,,"Appartement",,
39.47,,,,,1,40,3,,"Appartement",,
109.85,,,,,1,104,4,,"Appartement",,
62.94,,,,,1,68,3,,"Appartement",,
24.49,,,,,1,28,1,,"Appartement",,
55.87,,,,,1,58,3,,"Appartement",,
14.68,,,,,1,14,1,,"Appartement",,
28.13,,,,,1,28,1,,"Appartement",,
48.87,,,,,1,49,3,,"Appartement",,
56.16,,,,,1,56,3,,"Appartement",,
28.79,,,,,1,35,2,,"Appartement",,
99.32,,,,,1,83,4,,"Appartement",,
35.19,,,,,1,37,2,,"Maison",,
17.98,,,,,1,10,1,,"Maison",,
36.85,,,,,1,37,2,,"Appartement",,
47.62,,,,,1,47,2,,"Appartement",,
41.26,,,,,1,44,3,,"Appartement",,
19.25,,,,,1,20,1,,"Appartement",,
32.77,,,,,2,32,2,,"Appartement",,
57.69,,,,,2,58,3,,"Appartement",,
47.18,,,,,1,46,2,,"Appartement",,
35.18,,,,,1,28,1,,"Maison",,
12.99,,,,,1,13,1,,"Appartement",,
28.31,,,,,1,28,2,,"Appartement",,
31.89,,,,,1,35,2,,"Appartement",,
