product_id,price,onsale_web,stock_quantity,sku,total_sales,post_name
4791,13.6,1,24,14599,0.0,maurice-schoech-pinot-noir-piece-de-chene-2016
4792,21.0,1,13,15733,19.0,maurice-schoech-riesling-grand-cru-kaefferkopf-2018
4793,18.7,1,17,15730,0.0,maurice-schoech-pinot-gris-grand-cru-schlossberg-2017
4794,41.6,1,0,12771,0.0,maurice-schoech-riesling-grand-cru-rangen-de-thann-2016
4795,12.0,1,34,3568,10.0,emile-boeckel-cremant-brut-rose
4797,78.0,1,0,14506,0.0,domaine-peyre-rose-clos-des-cistes-2008
4799,14.9,1,56,15811,3.0,domaine-de-la-monardiere-vacqueyras-les-deux-monardes-2017
4858,6.5,1,257,16342,1.0,chateau-turcaud-rose-2019
4860,8.7,1,85,16292,11.0,philippe-nusswitz-duche-uzes-orenia-rose-2019
4861,8.5,1,284,15307,29.0,philippe-nusswitz-duche-uzes-orenia-rouge-2017
4862,9.9,1,168,16047,12.0,philippe-nusswitz-duche-uzes-orenia-blanc-2018
4863,8.2,1,0,16255,4.0,chateau-ollieux-romanis-corbieres-rose-classique-2019
